Start Date,22/06/1997,10000,,,,,,,
End Date,07/11/2024,0,,,,,,,
,,,,,,,,,
,SPX Index,,,,,,,,
Dates,PX_LAST,EQY_DVD_YLD_12M,30DAY_IMPVOL_100.0%MNY_DF,60DAY_IMPVOL_100.0%MNY_DF,3MTH_IMPVOL_100.0%MNY_DF,6MTH_IMPVOL_100.0%MNY_DF,12MTH_IMPVOL_100.0%MNY_DF,18MTH_IMPVOL_100.0%MNY_DF,24MTH_IMPVOL_100.0%MNY_DF
29 March 2019,2834.4,1.9442,11.6604,12.7262,13.3647,14.3186,15.109,15.9618,16.647
01 April 2019,2867.19,1.9218,11.0029,12.0365,12.7345,13.8138,14.7201,15.6898,16.4273
02 April 2019,2867.24,1.9222,10.9517,11.9829,12.7413,13.822,14.7537,15.7396,16.5183
03 April 2019,2873.4,1.9184,11.4558,12.1209,12.7837,13.7519,14.7085,15.6993,16.4621
04 April 2019,2879.39,1.9134,11.1607,11.8882,12.6121,13.7164,14.6945,15.6948,16.448
05 April 2019,2892.74,1.9046,10.1825,11.2816,12.1124,13.3527,14.4592,15.4998,16.3181
08 April 2019,2895.77,1.903,10.4103,11.3832,12.1951,13.369,14.4465,15.4718,16.2746
09 April 2019,2878.2,1.9155,11.5001,12.1467,12.8748,13.8539,14.7971,15.7508,16.4917
10 April 2019,2888.21,1.91,10.7368,11.5632,12.3788,13.5394,14.5801,15.5595,16.3197
11 April 2019,2888.32,1.91,10.5399,11.4306,12.3164,13.5446,14.6189,15.632,16.3848
12 April 2019,2907.41,1.8985,9.6472,10.7657,11.7097,13.1611,14.389,15.4983,16.3052
15 April 2019,2905.58,1.9001,9.817,10.7948,11.7045,13.1977,14.4725,15.5787,16.3453
16 April 2019,2907.06,1.9011,9.843,10.6974,11.6252,13.1254,14.4622,15.5622,16.3375
17 April 2019,2900.45,1.9058,10.0787,10.9877,11.8659,13.3093,14.5923,15.6171,16.4057
18 April 2019,2905.03,1.9039,9.7602,10.7397,11.7159,13.23,14.518,15.5733,16.367
22 April 2019,2907.97,1.902,9.8859,10.847,11.7068,13.2299,14.528,15.5573,16.3355
23 April 2019,2933.68,1.8856,9.711,10.5801,11.397,12.9524,14.2894,15.3814,16.181
24 April 2019,2927.25,1.8898,10.4131,11.0038,11.7171,13.1999,14.47,15.5107,16.275
25 April 2019,2926.17,1.8905,10.3354,11.1639,11.9321,13.3422,14.5959,15.5951,16.3432
26 April 2019,2939.88,1.882,9.7098,10.8466,11.6311,13.0715,14.4025,15.4553,16.2253
29 April 2019,2943.03,1.8807,9.9756,11.1715,11.8756,13.2414,14.5376,15.5668,16.329
30 April 2019,2945.83,1.8792,10.0077,11.1725,11.8664,13.2724,14.596,15.6314,16.3933
01 May 2019,2923.73,1.8935,11.6807,12.2561,12.8179,14.0071,15.0234,15.907,16.6171
02 May 2019,2917.52,1.8955,11.5706,12.1561,12.7589,13.9552,14.9549,15.8305,16.5069
03 May 2019,2945.64,1.8794,10.0301,11.1602,11.9532,13.3861,14.6047,15.6237,16.3549
06 May 2019,2932.47,1.8883,12.3513,12.6321,13.101,14.0516,15.017,15.9033,16.5595
07 May 2019,2884.05,1.92,16.7446,15.8199,15.61,15.5856,15.987,16.7277,17.2862
08 May 2019,2879.42,1.9234,16.6319,15.5332,15.3052,15.4545,15.8222,16.5252,17.1026
09 May 2019,2870.72,1.9322,16.8473,15.7734,15.4781,15.5212,15.8392,16.5035,17.0726
10 May 2019,2881.4,1.9271,13.6875,13.9144,14.0996,14.6216,15.3145,16.0697,16.6945
13 May 2019,2811.87,1.9747,18.1544,17.2172,16.8355,16.4586,16.5067,16.8926,17.3189
14 May 2019,2834.41,1.96,16.0701,15.7546,15.5878,15.6119,15.949,16.4729,16.9607
15 May 2019,2850.96,1.9505,14.6074,14.7339,14.8505,15.0986,15.606,16.1999,16.7271
16 May 2019,2876.32,1.9354,13.2486,13.767,13.9959,14.5224,15.2185,15.8929,16.4534
17 May 2019,2859.53,1.9479,13.6791,14.1966,14.3988,14.7992,15.4477,16.0369,16.557
20 May 2019,2840.23,1.9612,14.8294,14.8725,14.874,15.1485,15.6762,16.2035,16.6974
21 May 2019,2864.36,1.9449,13.281,13.7575,13.9402,14.4705,15.2009,15.8474,16.3921
22 May 2019,2856.27,1.9505,13.275,13.7329,13.9624,14.5017,15.2375,15.8697,16.388
23 May 2019,2822.24,1.9748,15.3814,15.3045,15.3112,15.4829,15.8683,16.2962,16.7227
24 May 2019,2826.06,1.9733,14.1775,14.7856,14.9776,15.3207,15.8096,16.2977,16.7339
28 May 2019,2802.39,1.9901,16.2024,15.8228,15.7195,15.933,16.2249,16.5765,16.9395
29 May 2019,2783.02,2.0042,16.7553,16.277,16.2641,16.3471,16.5583,16.831,17.1515
30 May 2019,2788.86,2.0029,16.1972,15.8653,15.9285,16.1494,16.3926,16.6829,17.016
31 May 2019,2752.06,2.0303,17.7821,16.9237,16.9089,16.9537,16.9091,17.0854,17.326
03 June 2019,2744.45,2.036,17.7555,16.8457,16.7541,16.7443,16.794,16.9468,17.2417
04 June 2019,2803.27,1.9932,15.8529,15.4626,15.5357,15.7666,16.0688,16.419,16.7467
05 June 2019,2826.15,1.9791,14.7876,14.8114,15.0584,15.396,15.802,16.1784,16.5758
06 June 2019,2843.49,1.9697,14.164,14.3504,14.66,15.1065,15.5999,16.0472,16.5018
07 June 2019,2873.34,1.9499,14.0554,14.3711,14.5836,15.0544,15.5138,15.9976,16.4594
10 June 2019,2886.73,1.941,13.8976,14.1525,14.3916,14.8893,15.4505,15.9839,16.4752
11 June 2019,2885.72,1.9414,14.2268,14.4047,14.5968,15.0734,15.6465,16.1855,16.6535
12 June 2019,2879.84,1.9445,14.2636,14.4349,14.6502,15.0835,15.6089,16.1345,16.617
13 June 2019,2891.64,1.9393,14.0788,14.2883,14.4733,14.906,15.418,15.9887,16.4593
14 June 2019,2886.98,1.9442,13.5861,14.1551,14.399,14.8779,15.408,15.9722,16.407
17 June 2019,2889.67,1.9427,13.5992,14.0788,14.3655,14.8532,15.4052,15.9377,16.3871
18 June 2019,2917.75,1.9243,13.3927,13.8024,14.1258,14.605,15.2061,15.8215,16.37
19 June 2019,2926.46,1.9186,12.3364,13.2027,13.6018,14.3158,14.9773,15.6624,16.1677
20 June 2019,2954.18,1.9006,12.4178,13.1943,13.5764,14.1274,14.8349,15.5257,16.0758
21 June 2019,2950.46,1.9045,12.9007,13.7853,14.126,14.4993,15.196,15.7796,16.3041
24 June 2019,2945.35,1.9078,13.0455,13.7108,13.9135,14.3828,15.1188,15.7686,16.2731
25 June 2019,2917.38,1.9261,14.2043,14.5414,14.6596,14.9328,15.5088,16.0359,16.4773
26 June 2019,2913.78,1.9285,14.0758,14.3789,14.5413,14.8864,15.5112,16.066,16.5007
27 June 2019,2924.92,1.9229,13.4424,13.9827,14.2085,14.6345,15.2989,15.9515,16.4152
28 June 2019,2941.76,1.9082,12.6588,13.3367,13.599,14.2414,15.0352,15.8282,16.3233
01 July 2019,2964.33,1.8931,11.9499,12.4773,12.8135,13.549,14.6096,15.4721,16.0712
02 July 2019,2973.01,1.888,10.8743,11.5262,11.9625,13.0006,14.2416,15.1791,15.8326
03 July 2019,2995.82,1.8775,10.4181,11.1442,11.741,12.8141,14.0284,15.0677,15.7626
05 July 2019,2990.41,1.8815,10.6338,11.4735,12.067,13.0302,14.1696,15.1025,15.7732
08 July 2019,2975.95,1.891,11.5172,12.0824,12.6743,13.475,14.4607,15.3201,15.9143
09 July 2019,2979.63,1.8894,11.8266,12.2065,12.781,13.5743,14.5451,15.3692,16.0056
10 July 2019,2993.07,1.881,10.8268,11.7333,12.4522,13.3943,14.393,15.2402,15.9188
11 July 2019,2999.91,1.8768,10.5092,11.3859,12.2049,13.2527,14.3446,15.2255,15.9243
12 July 2019,3013.77,1.8691,9.937,11.0477,11.9975,13.1841,14.2901,15.1932,15.8683
15 July 2019,3014.3,1.8694,10.1893,11.2399,12.1852,13.3333,14.457,15.3298,15.9841
16 July 2019,3004.04,1.8765,10.3256,11.4254,12.3403,13.49,14.5748,15.3709,15.9982
17 July 2019,2984.42,1.8889,11.29,12.1937,13.0405,14.0073,14.9612,15.6653,16.2271
18 July 2019,2995.11,1.8829,10.7494,11.8055,12.7339,13.7632,14.7852,15.5456,16.1338
19 July 2019,2976.61,1.8951,11.5472,12.5317,13.3162,14.2511,15.1701,15.7887,16.2857
22 July 2019,2985.03,1.8894,11.0218,11.9274,12.8327,13.8716,14.9164,15.5864,16.1055
23 July 2019,3005.47,1.8768,10.3494,11.4231,12.3615,13.4753,14.6295,15.3769,15.9252
24 July 2019,3019.56,1.8682,9.8641,11.0991,12.0674,13.2156,14.4227,15.2535,15.8221
25 July 2019,3003.67,1.8782,10.3732,11.6764,12.5661,13.5395,14.6686,15.4333,15.9403
26 July 2019,3025.86,1.8645,9.6942,11.1836,12.1503,13.2071,14.3698,15.1944,15.7686
29 July 2019,3020.97,1.8674,10.2684,11.3309,12.3777,13.3615,14.4911,15.3071,15.8486
30 July 2019,3013.18,1.8702,11.4963,12.0055,12.9703,13.7813,14.7719,15.5104,16.0103
31 July 2019,2980.38,1.891,13.106,13.3084,14.1208,14.5895,15.3088,15.9127,16.3315
01 August 2019,2953.56,1.9074,15.1873,15.0478,15.4292,15.4589,15.7953,16.2385,16.6004
02 August 2019,2932.05,1.9213,15.1606,15.3243,15.5767,15.5487,15.8748,16.275,16.602
05 August 2019,2844.74,1.9806,21.9303,20.3387,19.4995,18.2083,17.5446,17.4033,17.4694
06 August 2019,2881.77,1.9555,18.0486,17.6473,17.3971,16.8694,16.6788,16.7126,16.8488
07 August 2019,2883.98,1.9541,17.4938,17.482,17.261,16.8237,16.7033,16.7681,16.9038
08 August 2019,2938.09,1.9209,14.1638,15.0589,15.2608,15.4254,15.7567,16.1347,16.4464
09 August 2019,2918.65,1.9354,15.2667,15.9773,16.0403,15.9837,16.1134,16.391,16.6436
12 August 2019,2883.75,1.9597,18.8303,18.4817,18.0996,17.3563,16.9982,17.007,17.0901
13 August 2019,2926.32,1.9315,15.2644,15.8259,15.9114,16.0518,16.1689,16.4007,16.6343
14 August 2019,2840.6,1.9922,20.5474,19.9674,19.3842,18.4773,17.7896,17.6099,17.594
15 August 2019,2847.6,1.995,19.3804,19.2073,18.7968,18.1719,17.6204,17.5224,17.4805
16 August 2019,2888.68,1.9676,16.1928,17.1449,17.2457,17.1854,17.0561,17.1013,17.2052
19 August 2019,2923.65,1.9446,14.8795,15.6464,15.9804,16.2631,16.4978,16.6666,16.8802
20 August 2019,2900.51,1.96,15.8519,16.2551,16.5062,16.7101,16.8839,17.0148,17.1491
21 August 2019,2924.43,1.9442,14.2723,15.0718,15.4487,16.0131,16.4216,16.6977,16.8987
22 August 2019,2922.95,1.9449,14.8924,15.5665,15.8406,16.2785,16.6258,16.8356,17.0312
23 August 2019,2847.11,1.9968,18.13,18.3282,18.0816,18.2585,18.1158,18.0619,18.0582
26 August 2019,2878.38,1.9759,17.7215,17.8207,17.699,17.6521,17.6535,17.6693,17.7272
27 August 2019,2869.16,1.9825,18.7379,18.5589,18.1686,18.0069,17.9441,17.9151,17.9397
28 August 2019,2887.94,1.9699,17.4182,17.7539,17.4784,17.6133,17.6602,17.7492,17.8459
29 August 2019,2924.58,1.9483,15.4648,16.3357,16.3323,16.7881,17.0954,17.3083,17.4823
30 August 2019,2926.46,1.9486,16.0514,16.7637,16.6678,17.003,17.2632,17.4469,17.585
03 September 2019,2906.27,1.9629,17.2008,17.4834,17.3644,17.578,17.7429,17.8539,17.914
04 September 2019,2937.78,1.9434,14.9763,15.7663,16.0135,16.6453,17.1285,17.4025,17.5718
05 September 2019,2976,1.9204,13.2053,14.5988,15.0197,15.9278,16.6197,17.0616,17.3118
06 September 2019,2978.71,1.919,12.21,13.9567,14.521,15.5916,16.3773,16.8326,17.0887
09 September 2019,2978.43,1.9193,12.2648,13.9098,14.5555,15.6069,16.4094,16.8773,17.1387
10 September 2019,2979.39,1.9197,12.3323,13.8333,14.4562,15.5898,16.438,16.8984,17.1496
11 September 2019,3000.93,1.906,11.936,13.3994,14.1988,15.3576,16.2547,16.773,17.0763
12 September 2019,3009.57,1.902,11.3374,12.9714,13.8393,15.1033,16.0622,16.6768,17.0324
13 September 2019,3007.39,1.9016,11.1044,12.936,13.8738,15.1547,16.162,16.7403,17.0945
16 September 2019,2997.96,1.9078,12.1789,13.5289,14.448,15.6004,16.5412,17.0402,17.3398
17 September 2019,3005.7,1.9029,12.1818,13.661,14.5819,15.6929,16.5531,17.0754,17.3677
18 September 2019,3006.73,1.9023,11.6313,13.2566,14.2805,15.4732,16.4329,17.0269,17.3356
19 September 2019,3006.79,1.9026,11.6486,13.2785,14.2869,15.4498,16.4404,16.995,17.3017
20 September 2019,2992.07,1.9134,12.9214,14.284,15.1487,16.1054,16.9701,17.3899,17.6174
23 September 2019,2991.78,1.9103,12.6975,13.9863,14.9094,15.909,16.8593,17.3739,17.6389
24 September 2019,2966.6,1.9269,14.9423,15.4111,16.0059,16.635,17.2694,17.682,17.8717
25 September 2019,2984.87,1.9151,13.8093,14.6446,15.4042,16.2303,17.0353,17.5352,17.7494
26 September 2019,2977.62,1.9202,13.8151,14.836,15.5417,16.37,17.0717,17.5398,17.7264
27 September 2019,2961.79,1.9316,14.8335,15.5973,16.1793,16.8139,17.3825,17.8345,17.9581
30 September 2019,2976.74,1.9223,13.9141,14.6156,15.3349,16.1979,16.9506,17.4916,17.6532
01 October 2019,2940.25,1.9466,16.8572,16.5147,16.8719,17.3541,17.6629,18.037,18.0914
02 October 2019,2887.61,1.9821,19.252,18.6294,18.618,18.6413,18.5453,18.6849,18.5836
03 October 2019,2910.63,1.9714,17.6026,17.4232,17.5886,17.9709,18.1606,18.4179,18.3446
04 October 2019,2952.01,1.9438,14.9694,15.4478,15.9597,16.7522,17.2983,17.7465,17.8073
07 October 2019,2938.79,1.9526,16.0946,16.0587,16.4004,17.0364,17.4889,17.8689,17.8874
08 October 2019,2893.06,1.9838,18.88,18.1479,18.0837,18.2491,18.362,18.5459,18.4703
09 October 2019,2919.4,1.9671,16.9337,16.7779,17.019,17.5591,17.7925,18.1033,18.1152
10 October 2019,2938.13,1.9547,15.8395,16.0161,16.3462,16.9877,17.4777,17.8598,17.9271
11 October 2019,2970.27,1.9345,13.6838,14.5629,15.1074,16.1071,16.8301,17.3492,17.5377
14 October 2019,2966.15,1.9372,13.0563,14.0126,14.657,15.8033,16.6381,17.1706,17.3483
15 October 2019,2995.68,1.9181,11.6943,13.071,13.8701,15.1976,16.218,16.8647,17.1264
16 October 2019,2989.69,1.9237,11.9753,13.1018,13.9021,15.223,16.3017,16.9495,17.2157
17 October 2019,2997.95,1.9187,11.9334,13.0879,13.8303,15.1231,16.2199,16.9181,17.2017
18 October 2019,2986.2,1.9267,12.3246,13.3093,14.0861,15.3694,16.5187,17.1933,17.4522
21 October 2019,3006.72,1.9136,11.9599,12.8383,13.5741,14.9795,16.292,16.9914,17.2823
22 October 2019,2995.99,1.9207,12.447,13.0671,13.8501,15.1744,16.4362,17.1094,17.4117
23 October 2019,3004.52,1.9154,11.8636,12.8068,13.5904,15.0058,16.3741,17.0297,17.3157
24 October 2019,3010.29,1.9118,11.57,12.7361,13.5724,14.9891,16.3919,17.0357,17.3434
25 October 2019,3022.55,1.9042,10.4749,11.9302,12.9443,14.5886,16.0878,16.771,17.1357
28 October 2019,3039.42,1.8936,10.8041,11.9706,12.9928,14.5632,16.0837,16.7734,17.1457
29 October 2019,3036.89,1.8954,10.9595,12.1075,13.1275,14.7245,16.1898,16.8473,17.2107
30 October 2019,3046.77,1.8904,10.1135,11.73,12.8168,14.4693,15.9938,16.7352,17.1066
31 October 2019,3037.56,1.8967,10.6209,11.9763,13.0999,14.803,16.2219,16.8272,17.1329
01 November 2019,3066.91,1.8794,9.7994,11.3491,12.5171,14.4456,15.9655,16.621,16.979
04 November 2019,3078.27,1.8725,10.182,11.5309,12.6523,14.4875,15.9866,16.6003,16.9749
05 November 2019,3074.62,1.8748,10.5124,11.7978,12.8479,14.6577,16.1605,16.7464,17.1336
06 November 2019,3076.78,1.8738,10.3385,11.7042,12.8574,14.7338,16.2459,16.8239,17.1529
07 November 2019,3085.18,1.8728,10.3878,11.7941,12.9116,14.7313,16.2851,16.8537,17.2039
08 November 2019,3093.08,1.869,9.775,11.6183,12.7705,14.6197,16.2414,16.8327,17.1906
11 November 2019,3087.01,1.8726,10.5548,11.9058,12.9251,14.7182,16.3443,16.8719,17.2145
12 November 2019,3091.84,1.87,10.5925,11.8193,12.8449,14.6623,16.2292,16.7657,17.1672
13 November 2019,3094.04,1.8691,10.8276,11.929,12.9631,14.6385,16.247,16.7842,17.187
14 November 2019,3096.63,1.8688,10.6061,11.886,12.8787,14.6187,16.2081,16.7327,17.1687
15 November 2019,3120.46,1.8555,9.6591,11.2006,12.309,14.2404,15.9865,16.5555,16.9816
18 November 2019,3122.03,1.8544,10.1642,11.4726,12.4174,14.2573,16.0505,16.5784,17.0249
19 November 2019,3120.18,1.8575,10.3911,11.7504,12.6608,14.4788,16.1504,16.6472,17.0474
20 November 2019,3108.46,1.866,10.6786,11.9478,12.843,14.648,16.3673,16.7966,17.1528
21 November 2019,3103.54,1.8724,10.9672,12.222,13.1106,14.9393,16.558,16.9573,17.2786
22 November 2019,3110.29,1.8685,10.2252,11.8355,12.8347,14.7167,16.4045,16.8271,17.1758
25 November 2019,3133.64,1.8553,9.6053,11.3048,12.3442,14.2787,15.9975,16.4894,16.9185
26 November 2019,3140.52,1.8521,9.2492,11.0311,12.1435,14.0772,15.8365,16.391,16.8375
27 November 2019,3153.63,1.8453,9.3722,11.1457,12.2103,14.1271,15.7993,16.3426,16.8151
29 November 2019,3140.98,1.8539,10.1102,11.8625,12.8819,14.5007,16.0265,16.5268,16.9834
02 December 2019,3113.87,1.8702,12.6075,13.5957,14.1537,15.4031,16.6428,17.0218,17.3811
03 December 2019,3093.2,1.8828,14.0379,14.7865,15.1725,16.0411,16.9979,17.2543,17.5195
04 December 2019,3112.76,1.8725,12.9521,13.9967,14.5365,15.5348,16.6692,17.0406,17.3862
05 December 2019,3117.43,1.8713,12.4972,13.8283,14.3769,15.3817,16.5766,16.9332,17.2533
06 December 2019,3145.91,1.855,11.0703,12.8824,13.5981,14.8437,16.2087,16.6799,17.059
09 December 2019,3135.96,1.8606,12.9465,13.9099,14.435,15.4,16.555,16.9371,17.2298
10 December 2019,3132.52,1.8629,12.9465,13.7978,14.3993,15.4037,16.5879,16.9193,17.2433
11 December 2019,3141.63,1.8575,12.2544,13.4325,14.0929,15.1816,16.3852,16.7451,17.1202
12 December 2019,3168.57,1.8433,10.941,12.4088,13.178,14.455,15.93,16.3519,16.8679
13 December 2019,3168.8,1.8413,9.6176,11.4714,12.5182,14.0561,15.6556,16.1911,16.6658
16 December 2019,3191.45,1.8284,9.2146,10.947,12.1258,13.7442,15.449,16.0303,16.5369
17 December 2019,3192.52,1.8279,9.4884,10.9985,12.1981,13.8045,15.4421,16.0091,16.5233
18 December 2019,3191.14,1.829,9.6993,11.1986,12.3836,13.9355,15.4945,16.0688,16.5788
19 December 2019,3205.37,1.824,9.1343,10.9211,12.1703,13.7946,15.4111,15.998,16.5223
20 December 2019,3221.22,1.8159,9.1866,10.929,12.3229,13.7917,15.4514,16.0018,16.4983
23 December 2019,3224.01,1.81,9.4578,11.0497,12.4101,13.8345,15.4226,15.9793,16.5177
24 December 2019,3223.38,1.8107,9.6926,11.1905,12.5268,13.885,15.4676,16.0114,16.5842
26 December 2019,3239.91,1.8055,9.5329,11.2833,12.5472,13.8626,15.4233,15.955,16.4782
27 December 2019,3240.02,1.8102,10.2723,11.778,12.9156,14.0853,15.5177,16.0439,16.5357
30 December 2019,3221.29,1.8216,12.1187,12.9013,13.7126,14.6023,15.925,16.3455,16.8088
31 December 2019,3230.78,1.8165,11.1441,12.0328,12.9572,14.099,15.5994,16.1544,16.6793
02 January 2020,3257.85,1.8024,9.9923,11.3815,12.3817,13.6058,15.1784,15.8382,16.4207
03 January 2020,3234.85,1.8163,11.4691,12.6276,13.3278,14.2555,15.6347,16.1629,16.6948
06 January 2020,3246.28,1.81,11.5509,12.6776,13.239,14.1525,15.505,16.0593,16.5793
07 January 2020,3237.18,1.8204,11.6143,12.6065,13.1583,14.103,15.4248,15.9754,16.4832
08 January 2020,3253.05,1.8122,10.9557,12.0716,12.6443,13.6868,15.1298,15.7595,16.2833
09 January 2020,3274.7,1.8008,10.0622,11.4688,12.1497,13.3714,14.8527,15.5712,16.1514
10 January 2020,3265.35,1.806,10.1844,11.6675,12.2538,13.4353,14.907,15.5762,16.1533
13 January 2020,3288.13,1.7935,10.1157,11.3741,11.9532,13.154,14.6448,15.3766,15.946
14 January 2020,3283.15,1.7971,10.3544,11.4241,11.9659,13.1387,14.6076,15.3094,15.8723
15 January 2020,3289.29,1.7937,10.0599,11.3701,11.9331,13.1021,14.595,15.3203,15.8774
16 January 2020,3316.81,1.7795,9.7479,11.1689,11.7026,12.9249,14.429,15.1984,15.7795
17 January 2020,3329.62,1.773,9.5251,11.0257,11.62,12.9126,14.4152,15.2035,15.766
21 January 2020,3320.79,1.7779,10.5942,11.6456,12.112,13.176,14.5773,15.3084,15.8811
22 January 2020,3321.75,1.7774,10.7048,11.7896,12.2243,13.3189,14.7,15.3661,15.9137
23 January 2020,3325.54,1.7758,10.5993,11.8064,12.2097,13.3194,14.6215,15.3052,15.8305
24 January 2020,3295.47,1.7922,12.3413,13.1593,13.3027,14.0023,15.1304,15.6853,16.1649
27 January 2020,3243.63,1.8208,15.8379,15.6475,15.2467,15.2545,15.9244,16.2347,16.6268
28 January 2020,3276.24,1.8023,14.1654,14.2656,14.1896,14.5003,15.4123,15.8863,16.3028
29 January 2020,3273.4,1.8039,14.229,14.2757,14.2086,14.4513,15.3708,15.8155,16.2522
30 January 2020,3283.66,1.7995,13.2583,13.5184,13.7016,14.0276,15.0346,15.5528,16.031
31 January 2020,3225.52,1.8332,16.063,15.6373,15.4004,15.2933,15.8534,16.0719,16.3765
03 February 2020,3248.92,1.8461,15.5772,15.2555,14.9903,15.0382,15.6829,15.8993,16.2118
04 February 2020,3297.59,1.819,13.7856,13.5273,13.5461,14.0218,15.0411,15.4826,15.9275
05 February 2020,3334.69,1.7992,12.6816,12.6587,12.888,13.5419,14.7148,15.2565,15.7061
06 February 2020,3345.78,1.7946,12.3145,12.2266,12.5743,13.397,14.6121,15.1676,15.6417
07 February 2020,3327.71,1.8053,12.9469,12.8781,13.1616,13.9056,14.9766,15.5317,15.9466
10 February 2020,3352.09,1.793,12.1833,12.4193,12.8064,13.63,14.7682,15.3209,15.7555
11 February 2020,3357.75,1.7901,12.3011,12.398,12.8537,13.6921,14.8153,15.381,15.8163
12 February 2020,3379.45,1.7788,10.98,11.5411,12.186,13.2787,14.5364,15.1886,15.6588
13 February 2020,3373.94,1.7838,11.4702,11.918,12.5228,13.4988,14.7076,15.2965,15.7365
14 February 2020,3380.16,1.7817,10.9283,11.6517,12.333,13.3314,14.5731,15.1783,15.6492
18 February 2020,3370.29,1.787,11.7696,12.2015,12.7614,13.64,14.7439,15.3023,15.778
19 February 2020,3386.15,1.7802,11.2648,11.8539,12.4515,13.4988,14.644,15.2527,15.7449
20 February 2020,3373.23,1.7873,12.4344,12.6811,13.1144,13.9478,14.9909,15.467,15.8741
21 February 2020,3337.75,1.8056,14.1324,14.0209,14.1222,14.6883,15.4604,15.8147,16.1172
24 February 2020,3225.89,1.869,21.5916,19.4828,18.3681,17.4624,17.1119,16.9394,16.9312
25 February 2020,3128.21,1.9276,24.1259,21.7138,20.4637,19.1512,18.2948,17.7704,17.5953
26 February 2020,3116.39,1.935,24.1925,21.7719,20.4777,19.1089,18.2159,17.6986,17.5254
27 February 2020,2978.76,2.0254,35.6046,29.4445,27.0807,23.1638,20.8282,19.5794,18.9838
28 February 2020,2954.22,2.044,37.0755,30.3119,27.0351,23.3546,20.7155,19.3122,18.6798
02 March 2020,3090.23,1.9546,27.6655,25.495,23.729,21.1591,19.4938,18.5365,18.1052
03 March 2020,3003.37,2.0119,32.3989,28.6052,26.468,23.0733,20.7278,19.5079,18.9602
04 March 2020,3130.12,1.9302,25.9788,24.3627,23.0158,21.0835,19.6691,18.9563,18.5695
05 March 2020,3023.94,1.9995,34.2156,31.3403,28.8182,25.1342,22.1975,20.8216,20.1721
06 March 2020,2972.37,2.0344,36.2459,34.3006,31.7518,27.7252,24.208,22.4076,21.5198
09 March 2020,2746.56,2.2022,49.362,44.1803,40.4157,33.6948,27.8593,25.1629,23.5642
10 March 2020,2882.23,2.0987,42.4224,39.4083,36.5348,30.9148,26.1089,23.9228,22.8179
11 March 2020,2741.38,2.2073,48.5054,44.844,41.2355,34.7402,28.6008,25.9276,24.364
12 March 2020,2480.64,2.4413,68.7552,59.9978,53.9566,44.0865,35.2347,30.8606,28.4814
13 March 2020,2711.02,2.2363,50.7714,47.7409,43.5195,35.7128,29.1491,26.2655,24.756
16 March 2020,2386.13,2.5411,77.6917,70.4977,63.2599,50.1439,38.6769,33.1122,30.4018
17 March 2020,2529.19,2.3975,68.7048,63.4073,57.5602,46.9452,37.043,31.8673,29.3043
18 March 2020,2398.1,2.5286,71.9113,67.8129,62.686,50.9248,41.1434,36.2143,33.6004
19 March 2020,2409.39,2.5137,65.8214,61.4366,56.5911,46.601,38.6131,34.6506,32.4646
20 March 2020,2304.92,2.6224,58.3169,55.6466,51.7809,43.2987,35.7884,31.6128,29.6293
23 March 2020,2237.4,2.7015,56.1492,49.7598,44.8564,37.5885,31.7475,28.6485,27.3671
24 March 2020,2447.33,2.47,54.6356,46.4148,40.8872,33.4581,27.6254,25.0044,24.0707
25 March 2020,2475.56,2.4416,57.8384,49.7567,44.0636,36.459,29.8549,26.7019,25.0593
26 March 2020,2630.07,2.2978,53.1404,45.4572,40.0781,33.1701,27.7383,24.6882,23.2832
27 March 2020,2541.47,2.378,57.1803,50.3256,44.3799,36.5225,30.3582,27.1209,25.173
30 March 2020,2626.65,2.3019,49.0078,44.7544,40.7053,34.5336,29.8502,26.6982,25.0895
31 March 2020,2584.59,2.3391,45.3788,41.8309,38.819,34.3693,29.7021,26.8955,25.092
01 April 2020,2470.5,2.4472,52.4298,47.7329,44.231,38.3777,32.4757,29.6499,27.4716
02 April 2020,2526.9,2.3938,46.0033,43.0943,40.6256,36.044,31.1441,27.9145,26.1495
03 April 2020,2488.65,2.4315,42.0797,40.4978,38.6936,34.974,30.4512,27.9845,26.1084
06 April 2020,2663.68,2.2742,38.5344,36.5811,35.1535,32.3217,28.3668,25.8407,24.4455
07 April 2020,2659.41,2.278,40.981,37.8942,36.1926,32.8792,28.7369,26.1542,24.5913
08 April 2020,2749.98,2.2037,37.759,35.9131,34.878,32.0223,28.2288,25.3596,23.7696
09 April 2020,2789.82,2.1724,36.6013,35.094,34.1223,31.5551,27.7001,25.0007,23.4894
13 April 2020,2761.63,2.1949,36.8316,35.1598,34.2174,31.6911,27.9461,25.3446,23.8219
14 April 2020,2846.06,2.1306,33.0478,31.6538,31.1807,29.5726,26.5424,24.1402,22.8236
15 April 2020,2783.36,2.1794,35.9447,34.615,33.766,31.7088,28.2063,25.5836,24.0703
16 April 2020,2799.55,2.1638,35.2187,34.3234,33.8308,31.8431,28.4192,25.7522,24.2086
17 April 2020,2874.56,2.1059,32.338,32.0905,31.9123,30.3686,27.3362,25.0562,23.6519
20 April 2020,2823.16,2.1446,37.9284,36.5665,35.6055,33.0519,29.1563,26.3063,24.6221
21 April 2020,2736.56,2.2119,40.7113,39.1447,38.2604,35.3722,31.0049,27.9057,25.9742
